,POS,BIB,ATHLETE,COUNTRY,MARK,Reaction Time,index,name,venue,date,country,event,sex,round,url,ms*,Split,Mark,Athlete
1,2.0,111.0,Daniel Bailey,ANT,10.34 Q,0.157,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
2,3.0,752.0,Aziz Ouhadi,MAR,10.42 Q,0.165,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
3,4.0,736.0,Rytis Sakalauskas,LTU,10.42,0.187,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
4,5.0,360.0,Marek Niit,EST,10.53,0.161,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
5,6.0,515.0,Aziz Zakari,GHA,10.55,0.161,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
6,7.0,753.0,Mohammad Noor Imran A Hadi,MAS,10.75,0.169,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
7,8.0,939.0,Foo Ee Yeo,SGP,10.85,0.169,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
0,1.0,588.0,Usain BOLT,JAM,10.10 Q,0.153,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
1,2.0,434.0,Dwain Chambers,GBR,10.28 Q,0.171,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
2,3.0,349.0,Ángel David RODRÍGUEZ,ESP,10.37 Q,0.172,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
3,4.0,884.0,Simon Magakwe,RSA,10.53,0.15,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
4,5.0,191.0,Nilson Andrè,BRA,10.54,0.146,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
5,6.0,1145.0,Gerald Phiri,ZAM,10.60,0.211,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
6,7.0,232.0,Abdouraim Haroun,CHA,10.72,0.179,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
7,8.0,269.0,Moudjib Toyb,COM,11.12,0.157,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
0,1.0,593.0,Michael FRATER,JAM,10.26 Q,0.149,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
1,2.0,801.0,Jaysuma SAIDY NDURE,NOR,10.33 Q,0.194,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
2,3.0,836.0,Dariusz Kuć,POL,10.36 Q,0.148,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
3,4.0,967.0,Reto Schenkel,SUI,10.44,0.159,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
4,5.0,1006.0,Aaron Armstrong,TTO,10.48,0.229,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
5,6.0,261.0,Álvaro Gómez,COL,10.62,0.218,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
6,7.0,531.0,Chi Ho Tsui,HKG,10.65,0.162,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
7,8.0,1152.0,Tilak Ram Tharu,NEP,11.32,0.205,269,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/heats/result,,,,
0,1.0,587.0,Yohan Blake,JAM,9.95 Q SB,0.181,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
1,2.0,1073.0,Walter Dix,USA,10.05 Q,0.179,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
2,3.0,424.0,Jimmy Vicaut,FRA,10.10 q,0.159,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
3,4.0,111.0,Daniel Bailey,ANT,10.14 q,0.153,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
4,5.0,1007.0,Keston Bledman,TTO,10.14,0.138,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
5,6.0,168.0,Andrew Hinds,BAR,10.32,0.159,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
6,7.0,349.0,Ángel David Rodríguez,ESP,10.49,0.17,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
7,,434.0,Dwain Chambers,GBR,DQ,-0.137,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
0,1.0,588.0,Usain Bolt,JAM,10.05 Q,0.164,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
1,2.0,413.0,Christophe Lemaitre,FRA,10.11 Q,0.14,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
2,3.0,1016.0,Richard Thompson,TTO,10.20,0.206,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
3,4.0,1091.0,Trell Kimmons,USA,10.21,0.164,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
4,5.0,801.0,Jaysuma Saidy Ndure,NOR,10.21,0.21,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
5,6.0,593.0,Michael Frater,JAM,10.23,0.165,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
6,7.0,437.0,Marlon Devonish,GBR,10.25,0.153,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
7,8.0,836.0,Dariusz Kuć,POL,10.51,0.169,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
0,1.0,941.0,Kim Collins,SKN,10.08 Q,0.161,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
1,2.0,589.0,Nesta Carter,JAM,10.16 Q,0.169,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
2,3.0,429.0,Harry Aikines-Aryeetey,GBR,10.23,0.163,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
3,4.0,1078.0,Justin Gatlin,USA,10.23,0.185,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
4,5.0,1146.0,Ngonidzashe Makusha,ZIM,10.27,0.163,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
5,6.0,783.0,Churandy Martina,NED,10.29,0.174,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
6,7.0,752.0,Aziz Ouhadi,MAR,10.45,0.165,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
7,8.0,229.0,Justyn Warner,CAN,10.47,0.142,270,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/semi-final/result,,,,
0,1.0,587.0,Yohan Blake,JAM,9.92 SB,0.174,271,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/final/result,,,,
1,2.0,1073.0,Walter Dix,USA,10.08,0.175,271,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/final/result,,,,
2,3.0,941.0,Kim Collins,SKN,10.09,0.155,271,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/final/result,,,,
3,4.0,413.0,Christophe Lemaitre,FRA,10.19,0.179,271,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/final/result,,,,
4,5.0,111.0,Daniel Bailey,ANT,10.26,0.165,271,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/final/result,,,,
5,6.0,424.0,Jimmy Vicaut,FRA,10.27,0.162,271,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/final/result,,,,
6,7.0,589.0,Nesta Carter,JAM,10.95,0.154,271,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/final/result,,,,
7,,588.0,Usain Bolt,JAM,DQ,-0.104,271,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/men/100-metres/final/result,,,,
0,1.0,986.0,Kellie Wells,USA,12.73 Q,0.182,273,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres-hurdles/heats/result,,,,
1,2.0,512.0,Vonette Dixon,JAM,12.82 Q,0.166,273,13th IAAF World Championships in Athletics,Daegu (DS),27 AUG 2011 - 04 SEP 2011,KOR,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2011/13th-iaaf-world-championships-in-athletics-4147/women/100-metres-hurdles/heats/result,,,,
